IdentifierType,IdentifierValue,AmortizedCost_USDEquivalent,MarketValue_USDEquivalent,AccountingIntent,TypeOfHedge,HedgedRisk,HedgeInterestRate,HedgePercentage,HedgeHorizon,HedgedCashFlow,Sidedness,HedgingInstrumentAtFairValue,EffectivePortionOfCumulativeGainsAndLosses,ASU2017-12HedgeDesignations
ISIN,ID-000883,621846.0168,600779.0322,AFS,1,2,1,0.8217,7/22/2015,5,2,1659005.959,505499.6967,1
INTERNAL,ID-000884,751167.8977,421154.0991,AFS,2,4,2,0.9755,11/7/2004,4,2,1315302.383,338324.1733,1
INTERNAL,ID-000885,778010.9023,330757.1195,EQ,1,10,2,0.2742,7/18/2028,2,1,1142549.175,257685.7199,1
SEDOL,ID-000886,617543.8935,456649.5788,AFS,1,9,4,0.0502,3/16/2005,1,2,1215965.632,237895.4691,3
ISIN,ID-000887,732527.8226,594790.9267,EQ,2,9,1,0.5257,10/4/2019,1,1,1019469.366,284094.3157,2
CUSIP,ID-000888,661101.7908,470837.8466,HTM,1,2,4,0.9783,6/24/2013,2,1,1301444.551,218630.9604,2
CUSIP,ID-000889,1026828.65,708335.8989,HTM,2,5,1,0.5367,2/5/2011,3,1,1367234.927,203287.0229,2
INTERNAL,ID-000890,791065.3242,,AFS,1,9,4,0.6959,3/17/2013,4,2,1215297.828,214848.8052,3
SEDOL,ID-000891,744445.6702,529858.1815,HTM,2,1,5,0.1046,8/21/2029,1,2,1124189.975,235503.1115,2
ISIN,ID-000892,579760.3579,640423.337,HTM,2,5,1,0.7264,9/15/2002,6,2,1784577.414,322914.5782,1
INTERNAL,ID-000893,815390.8921,655087.0698,EQ,2,9,1,0.8401,4/27/2023,6,2,1194836.653,283008.4717,2
SEDOL,ID-000894,606226.7851,470123.0949,EQ,1,11,3,0.179,4/25/2031,3,1,1038579.632,326825.9834,3
INTERNAL,ID-000895,5558890.044,435290.9649,AFS,2,6,5,0.5621,10/7/2013,2,2,1124643.146,319238.7681,2
CUSIP,ID-000896,666760.4273,370721.7985,EQ,2,3,4,,5/29/2016,6,2,1728108.053,250322.1232,1
CUSIP,ID-000897,691810.7914,411175.0476,HTM,1,6,4,0.7135,9/23/2007,3,1,1382366.393,262724.5714,1
SEDOL,ID-000898,549896.7658,347254.6889,EQ,2,6,3,0.947,7/8/2027,4,1,1481346.806,293460.4168,2
ISIN,ID-000899,667084.0481,449788.7113,EQ,2,3,2,0.5373,3/16/2004,4,2,1676912.328,237711.9531,3
CUSIP,ID-000900,870774.3012,278851.1765,HTM,2,7,2,0.9137,1/16/2007,1,2,1246887.344,220166.6379,1
CUSIP,ID-000901,511280.5439,407937.9291,HTM,1,3,4,0.6641,12/8/2001,1,2,1481365.818,261143.2483,2
SEDOL,ID-000902,833975.2892,428727.7008,AFS,1,11,5,0.0083,1/27/2006,3,1,1039442.587,231307.2866,1
INTERNAL,ID-000903,597348.3499,614827.518,AFS,2,2,3,0.004,5/29/2008,3,2,1315748.977,310951.6131,1
INTERNAL,ID-000904,831255.6444,596582.5011,EQ,1,2,4,0.4668,11/17/2016,1,1,1068998.046,391054.3992,3
SEDOL,ID-000905,666566.7196,591020.0156,HTM,1,2,2,0.6836,6/28/2021,2,2,1242759.093,248123.8062,1
CUSIP,ID-000906,585470.3912,479716.5582,AFS,1,5,1,0.0807,7/4/2017,1,2,1333441.757,241745.461,2
SEDOL,ID-000907,665912.6821,444200.7146,EQ,2,8,1,0.4166,6/7/2003,2,1,1322426.233,323829.8754,3
ISIN,ID-000908,740328.487,474384.2853,AFS,1,3,4,0.6225,8/20/2018,4,2,1260766.514,255952.2714,1
INTERNAL,ID-000909,650180.7715,541295.1609,HTM,2,5,1,0.372,5/4/2034,6,2,1607962.337,278369.3739,2
INTERNAL,ID-000910,589107.3404,533619.0644,EQ,1,3,1,0.6352,9/8/2035,6,2,1016341.319,212952.4971,2
CUSIP,ID-000911,540711.5999,590281.8967,EQ,2,7,5,0.0297,8/31/2000,3,1,1100660.134,236219.6548,3
SEDOL,ID-000912,633578.9392,364740.0083,AFS,2,5,4,0.3363,7/26/2006,3,2,1090996.75,353280.3861,1
CUSIP,ID-000913,733925.4352,823939.7407,AFS,2,1,3,0.4062,3/7/2014,6,2,1238079.362,219840.9517,2
ISIN,ID-000914,848383.347,602953.8019,EQ,1,9,2,0.4513,8/20/2019,1,1,1075766.612,294980.27,2
CUSIP,ID-000915,581256.0162,464343.282,EQ,2,11,3,0.2916,1/12/2028,2,2,1333696.237,251980.1707,3
SEDOL,ID-000916,1177201.41,739325.588,HTM,2,11,4,0.9991,5/24/2007,4,1,1175883.212,210216.5393,2
SEDOL,ID-000917,575684.5202,616997.9766,EQ,2,8,3,0.1407,2/20/2013,4,2,1137611.966,234980.4228,2
CUSIP,ID-000918,585710.5128,641123.6187,AFS,1,5,4,0.3742,1/27/2033,6,1,1467326.328,356558.8451,2
SEDOL,ID-000919,672918.774,429730.443,AFS,2,3,4,0.0827,5/6/2009,3,2,1132926.849,302082.9503,1
SEDOL,ID-000920,814264.4395,376882.8061,EQ,1,10,2,0.4289,12/25/2004,3,1,1538562.618,299531.2164,3
SEDOL,ID-000921,,423204.6057,EQ,2,3,4,0.7183,5/26/2015,5,2,1217405.538,260340.3544,2
CUSIP,ID-000922,660674.4106,543406.96,HTM,1,4,2,0.5203,3/12/2005,6,1,1988223.187,268281.4179,2
INTERNAL,ID-000923,645725.1856,605503.2741,HTM,2,8,5,0.6395,7/9/2010,1,1,1563567.521,247608.0117,2
ISIN,ID-000924,667184.8589,599424.3666,HTM,2,9,4,0.6122,4/9/2000,1,1,1436285.228,243473.2473,1
SEDOL,ID-000925,916439.8389,444605.0554,HTM,1,1,5,0.1051,3/10/2034,5,1,1876522.177,231945.9955,1
CUSIP,ID-000926,744352.51,693331.8179,AFS,2,8,5,0.9957,6/7/2004,6,2,1134391.454,202937.1021,3
ISIN,ID-000927,831317.0014,444176.8768,AFS,1,10,2,0.6776,3/4/2009,5,2,1484075.13,275537.418,1
SEDOL,ID-000928,581041.6164,621056.6296,AFS,1,10,3,0.7441,5/3/2024,3,2,1117328.944,210667.2269,2
ISIN,ID-000929,773236.7888,451067.0698,HTM,1,9,3,0.7967,7/21/2020,6,2,1234153.475,268953.0956,2
ISIN,ID-000930,577866.0575,426874.4052,AFS,1,3,3,0.1702,10/11/2012,2,2,1418573.157,295270.0057,3
ISIN,ID-000931,728780.7438,514027.526,AFS,2,5,1,0.7427,6/6/2013,2,2,1386214.6,354034.3249,1
INTERNAL,ID-000932,644881.241,,AFS,2,7,5,0.7126,6/17/2029,5,1,,254483.9871,1
ISIN,ID-000933,836154.8239,744082.302,HTM,1,8,3,0.274,3/28/2012,5,1,1402267.009,,1
ISIN,ID-000934,593361.4241,435877.4794,HTM,2,1,5,0.5229,3/8/2017,1,1,1223979.907,412958.8866,1
INTERNAL,ID-000935,739840.6525,,EQ,1,5,2,0.3951,7/30/2032,6,1,1388165.858,218816.6896,1
CUSIP,ID-000936,1237683.808,330252.2769,AFS,1,3,2,0.1101,12/20/2030,1,1,1176796.794,217640.1607,3
ISIN,ID-000937,621361.1841,446379.6067,EQ,2,4,4,0.0887,12/13/2011,2,2,1141113.373,270817.699,1
INTERNAL,ID-000938,735721.1712,544080.8393,HTM,2,10,2,0.8419,10/21/2020,4,1,1228218.465,223405.9227,3
ISIN,ID-000939,557412.3033,561032.3983,AFS,1,4,4,0.2666,9/6/2005,3,1,1270332.915,227207.1293,3
SEDOL,ID-000940,569355.8367,599204.0202,EQ,1,9,4,0.1554,12/20/2009,5,2,1247874.868,282700.4942,1
INTERNAL,ID-000941,701383.0297,504749.7599,EQ,1,8,2,,3/8/2012,5,2,1046972.704,306587.7747,3
INTERNAL,ID-000942,850685.4516,,HTM,2,3,2,0.1715,11/13/2013,5,1,1044372.749,285435.3233,3
CUSIP,ID-000943,1192235.654,438901.7971,AFS,2,4,1,0.8329,10/9/2005,6,2,1070139.968,220848.2097,2
SEDOL,ID-000944,946891.5937,428438.2399,EQ,1,8,5,0.2707,8/19/2021,4,1,1245952.701,232981.1822,1
CUSIP,ID-000945,542785.1488,488094.9935,AFS,2,7,1,0.1519,5/29/2020,1,1,1254850.46,268336.3427,2
ISIN,ID-000946,740054.007,452615.4322,AFS,2,1,3,0.4815,7/16/2035,5,2,1194728.64,205528.8842,1
INTERNAL,ID-000947,653861.5877,629275.0677,EQ,2,4,2,0.6313,2/6/2026,2,1,1109727.68,207032.8088,1
INTERNAL,ID-000948,968624.6163,404696.6623,HTM,1,3,2,0.9495,3/30/2007,5,2,1329375.001,371065.5292,3
INTERNAL,ID-000949,1131496.694,516778.2235,EQ,1,6,2,0.3757,9/7/2006,2,1,1192448.572,209829.6371,3
CUSIP,ID-000950,687631.6426,310832.9877,EQ,1,6,4,0.8297,11/18/2003,4,2,1584492.41,210909.1037,3
SEDOL,ID-000951,557013.405,632724.1461,EQ,1,11,4,0.0901,2/24/2004,3,2,1712860.263,388395.0705,1
SEDOL,ID-000952,633219.016,539457.6092,AFS,1,2,4,0.8309,10/9/2025,1,1,1060972.586,247036.4203,1
ISIN,ID-000953,,402299.1466,AFS,2,7,4,0.8083,8/5/2021,5,1,1511750.052,273751.6408,1
CUSIP,ID-000954,700571.8779,419178.3961,AFS,2,9,4,0.0747,10/28/2019,1,1,1193111.858,276250.1863,1
CUSIP,ID-000955,618736.5238,594764.848,EQ,2,10,3,0.4409,3/30/2033,4,2,1191176.294,231812.0806,1
ISIN,ID-000956,926499.3295,412485.3676,EQ,2,9,1,0.0731,10/26/2013,5,1,1474421.058,247261.2071,1
CUSIP,ID-000957,850625.4198,333845.2815,HTM,1,11,4,0.9257,10/19/2004,3,2,1745907.708,249505.496,1
SEDOL,ID-000958,640110.9669,492439.9127,EQ,2,8,2,0.9374,4/29/2027,3,1,1124039.924,267578.821,2
INTERNAL,ID-000959,595134.6923,531855.7975,AFS,1,2,2,0.208,12/25/2002,2,1,1379061.254,312153.3894,3
ISIN,ID-000960,587955.6859,343556.6996,EQ,1,10,4,0.7841,4/18/2018,2,1,1069646.178,208333.3157,2
ISIN,ID-000961,657139.2671,523371.7108,AFS,2,11,5,0.3712,9/23/2027,1,1,1639877.661,288403.092,3
ISIN,ID-000962,732466.6986,556084.349,EQ,2,6,4,0.9785,12/12/2017,5,2,1168167.225,265586.1729,1
INTERNAL,ID-000963,649028.0611,573920.6659,HTM,2,4,3,0.3256,2/16/2024,6,2,1157200.269,280638.7037,2
CUSIP,ID-000964,545588.3666,417260.3767,AFS,1,10,2,0.4232,9/3/2026,3,1,1573983.29,302970.6568,3
INTERNAL,ID-000965,729988.5775,597071.4539,EQ,2,1,2,0.7819,5/11/2033,4,1,1189860.478,224180.198,2
INTERNAL,ID-000966,626892.0715,281498.3276,HTM,2,3,1,0.9576,10/7/2035,3,1,1102000.551,302002.9827,2
SEDOL,ID-000967,608858.3744,202123.146,AFS,2,5,4,0.8463,11/5/2023,2,2,1398588.905,296704.3521,2
INTERNAL,ID-000968,597289.9123,501228.6412,EQ,1,5,3,0.1779,9/24/2030,2,1,1210637.118,262449.4736,1
CUSIP,ID-000969,782697.4994,334260.8386,AFS,2,3,1,0.461,8/3/2001,6,2,1180592.404,243239.9877,1
CUSIP,ID-000970,527776.8208,614766.1179,AFS,2,10,4,0.2712,6/4/2028,3,1,1200077.173,254929.3224,3
SEDOL,ID-000971,712961.0901,293970.4702,HTM,2,2,1,0.1378,3/16/2004,1,2,1120227.224,280974.8465,1
CUSIP,ID-000972,706964.4749,567065.4141,HTM,1,9,5,0.0895,1/6/2004,2,1,1391536.517,219261.4237,3
SEDOL,ID-000973,711423.1397,653653.4941,HTM,1,4,4,0.7121,,5,2,1018626.441,220299.0988,2
CUSIP,ID-000974,662018.4009,219510.5304,HTM,2,1,3,0.6323,9/29/2011,2,1,,233621.2773,1
ISIN,ID-000975,771778.031,826605.6288,EQ,2,7,3,0.9776,4/29/2016,2,1,1154270.105,378421.3225,1
ISIN,ID-000976,674499.9369,616215.1051,HTM,1,6,3,0.0889,1/31/2018,6,1,1368880.585,233472.108,3
SEDOL,ID-000977,824739.7158,551073.4503,HTM,1,7,5,0.6637,8/26/2031,6,1,1158011.338,261419.1014,2
ISIN,ID-000978,900624.1354,501398.0263,HTM,2,6,5,0.9425,8/18/2030,1,2,1164519.827,350822.6578,2
INTERNAL,ID-000979,562552.3599,552882.2526,EQ,1,3,4,0.7224,12/7/2010,5,2,1100107.243,335900.3747,1
ISIN,ID-000980,736022.681,545625.4861,EQ,2,3,4,0.2146,,3,2,1153325.151,325083.3444,1
CUSIP,ID-000981,532262.5104,395345.2147,HTM,1,2,5,0.5339,12/25/2019,6,2,1127707.282,212806.6619,1
CUSIP,ID-000982,734758.7276,404986.6791,HTM,2,2,2,0.2212,6/16/2005,3,2,1342281.563,219227.3235,1
INTERNAL,ID-000983,574762.0964,417371.242,HTM,1,1,2,0.6782,4/23/2029,3,1,1259471.74,280250.3359,3
INTERNAL,ID-000984,581667.2151,473767.691,AFS,2,2,5,0.3059,9/25/2015,6,1,1178188.522,237005.772,2
ISIN,ID-000985,660071.9751,379335.1419,EQ,2,2,2,0.5379,,2,2,1537691.518,301504.4182,2
SEDOL,ID-000986,599916.5516,594484.5175,HTM,1,4,5,0.1882,3/19/2003,3,1,1446988.609,389635.2028,2
ISIN,ID-000987,709533.2275,458283.9646,EQ,2,11,2,0.157,11/10/2027,1,1,1494582.531,230696.6081,3
CUSIP,ID-000988,1308630.638,464372.4897,AFS,2,8,2,0.5908,5/3/2008,3,2,1261303.168,283079.9503,1
ISIN,ID-000989,665441.8789,694556.0192,EQ,1,2,5,0.7569,10/12/2019,2,1,1146889.737,323663.7047,1
INTERNAL,ID-000990,862064.6837,345049.2299,HTM,1,9,3,0.4093,5/24/2014,6,2,1224031.97,336271.2968,1
SEDOL,ID-000991,736378.1786,492946.2563,EQ,2,3,2,0.4463,9/7/2004,3,1,1112037.227,219257.2874,1
CUSIP,ID-000992,895123.2203,499958.1582,AFS,1,9,3,0.8926,2/15/2030,5,1,1090645.24,265842.2642,1
INTERNAL,ID-000993,,476064.2494,EQ,2,8,5,0.8382,9/7/2022,5,1,1029699.237,269702.6483,2
INTERNAL,ID-000994,681253.5958,424893.012,HTM,2,5,3,0.9403,6/5/2018,2,2,1092020.599,309937.5081,2
SEDOL,ID-000995,1002177.997,468388.6438,EQ,1,6,3,0.2077,1/20/2022,3,2,1320598.187,205243.4045,1
SEDOL,ID-000996,671515.6497,445281.3873,HTM,2,1,2,0.1876,2/26/2017,3,1,1224482.139,223419.8186,2
INTERNAL,ID-000997,565217.4512,282367.2867,EQ,1,1,2,0.8348,8/11/2003,5,1,1304745.843,230451.3646,2
CUSIP,ID-000998,534751.745,712931.2654,AFS,2,6,5,0.1263,10/9/2026,5,2,1914102.418,274766.3259,1
INTERNAL,ID-000999,609708.5219,473373.8802,EQ,2,1,5,0.4617,11/2/2013,1,1,1383504.32,332929.4991,2
ISIN,ID-001000,725114.0448,751415.0487,EQ,2,6,4,0.3238,5/13/2008,6,1,1258154.572,355089.3557,3
INTERNAL,ID-001001,644341.0329,404198.5612,AFS,2,8,4,0.3418,9/7/2006,3,1,1177676.21,475913.6614,1
INTERNAL,ID-001002,524230.0145,303037.4043,AFS,1,7,1,0.7185,8/13/2014,3,2,1114812.151,319934.2338,1
SEDOL,ID-001003,943919.566,405816.4133,HTM,1,5,1,0.8891,6/7/2001,6,1,1533448.803,232607.9049,1
ISIN,ID-001004,519716.0709,670538.6917,HTM,2,7,1,0.9494,11/5/2015,3,2,1021936.475,284777.69,2
SEDOL,ID-001005,553427.0233,459942.3298,HTM,2,10,2,0.2245,6/21/2009,6,2,1710649.517,260539.7884,3
INTERNAL,ID-001006,1089004.269,477536.6206,EQ,2,8,5,0.8103,2/15/2009,4,2,1540028.611,241023.7013,2
SEDOL,ID-001007,895506.2916,324283.4214,HTM,1,10,3,0.962,6/16/2026,1,1,1768109.073,258224.0386,1
ISIN,ID-001008,557040.2416,,HTM,1,9,4,0.7562,7/21/2019,1,2,1364012.963,214235.8493,1
SEDOL,ID-001009,967408.4869,405415.1083,HTM,2,11,2,0.0701,1/30/2027,3,2,1897955.453,214826.2766,3
CUSIP,ID-001010,567382.37,427045.2366,AFS,2,2,5,0.0038,2/18/2021,3,2,1667869.795,266502.2692,2
SEDOL,ID-001011,627033.2055,385738.533,EQ,1,4,3,0.3793,8/20/2010,1,2,1052527.643,217942.019,2
ISIN,ID-001012,536725.0133,628895.1915,EQ,2,11,4,0.828,12/4/2031,5,1,1871629.898,208843.2387,3
INTERNAL,ID-001013,673009.1124,395309.172,AFS,2,5,2,0.3405,1/3/2015,2,2,1023071.634,326225.0015,3
INTERNAL,ID-001014,587864.3439,,EQ,1,3,2,0.9582,10/4/2007,5,1,1132271.234,246695.0709,3
CUSIP,ID-001015,688713.322,449417.8811,AFS,1,6,1,0.2123,5/21/2011,4,1,1796571.667,209891.4567,3
INTERNAL,ID-001016,773247.2619,434911.8909,EQ,1,5,4,0.5793,3/5/2014,4,1,1100094.107,273233.3953,3
ISIN,ID-001017,553907.2672,480227.8858,HTM,2,8,3,0.6998,3/5/2002,2,1,1056557.796,284004.6352,1
CUSIP,ID-001018,530254.3274,,AFS,1,3,5,0.8215,11/18/2006,5,2,1145720.563,370817.4013,2
CUSIP,ID-001019,739240.7395,400248.2528,EQ,1,2,1,0.9702,4/1/2013,6,1,1156340.044,210382.1144,1
CUSIP,ID-001020,636819.9621,523787.9408,EQ,2,3,1,0.8716,4/11/2022,5,2,1439853.422,341658.7251,1
SEDOL,ID-001021,516185.4594,558328.002,EQ,1,8,5,0.5042,9/4/2029,4,1,1418732.048,211787.4128,1
CUSIP,ID-001022,707589.8986,468204.1419,EQ,2,8,1,0.2839,5/24/2010,4,2,1069681.13,242477.7179,2
INTERNAL,ID-001023,626375.44,445465.9438,HTM,2,1,3,0.1604,2/16/2013,1,2,1133846.773,234474.7127,1
ISIN,ID-001024,706048.6252,559253.9413,AFS,2,3,1,0.1065,5/26/2008,6,1,1139567.07,221750.1364,1
CUSIP,ID-001025,649947.6685,421169.3035,HTM,2,5,1,0.6441,1/6/2025,4,1,1219584.758,346681.2225,3
INTERNAL,ID-001026,587478.5711,666044.587,EQ,2,4,2,0.7173,12/5/2018,5,2,1095767.937,261094.9748,3
CUSIP,ID-001027,637064.0748,572765.8249,HTM,2,7,2,0.6297,12/6/2021,5,2,1941045.286,234019.0575,3
INTERNAL,ID-001028,875688.0003,328211.8231,EQ,2,4,1,0.3557,6/19/2015,3,2,1060806.658,348915.0637,2
INTERNAL,ID-001029,777259.0445,485953.8845,AFS,2,1,5,0.757,2/13/2015,2,2,1494751.23,269526.3565,2
ISIN,ID-001030,1002792.702,396985.2699,HTM,1,4,3,0.5334,10/23/2035,1,2,1316159.218,250084.7106,1
INTERNAL,ID-001031,681381.4938,490258.852,EQ,2,9,1,0.2058,6/18/2012,5,2,1177801.145,258890.8607,2
ISIN,ID-001032,699717.5717,491727.8047,HTM,2,1,4,0.7263,2/25/2014,2,1,1032366.031,308475.0876,1
ISIN,ID-001033,546667.5865,511761.8448,EQ,1,10,4,0.7803,1/5/2021,1,1,1028688.421,327885.1614,1
SEDOL,ID-001034,571497.5887,319528.0059,HTM,2,5,4,0.6587,3/28/2026,5,2,1465332.916,283393.0313,1
SEDOL,ID-001035,741075.0606,525063.1409,HTM,1,6,2,0.0236,9/20/2018,2,2,1523801.444,231123.5763,3
SEDOL,ID-001036,563902.0601,693889.5053,AFS,1,8,2,0.6466,8/12/2021,4,2,1188090.621,420167.7608,2
INTERNAL,ID-001037,936150.1788,356797.2617,HTM,1,5,1,0.8582,5/15/2007,4,1,1616610.564,298942.9807,2
CUSIP,ID-001038,557943.9732,6130321.834,EQ,1,4,4,,5/27/2008,5,2,1330045.271,245706.2537,1
CUSIP,ID-001039,709323.027,541867.7029,AFS,2,9,1,0.3111,5/23/2020,2,1,1749244.323,344912.3744,2
CUSIP,ID-001040,608057.5089,528673.8786,HTM,2,11,5,0.6632,7/9/2024,4,2,1479459.966,217004.6962,2
ISIN,ID-001041,860171.512,498244.7567,EQ,2,4,3,0.7081,2/24/2034,4,1,1099668.834,206611.7532,3
SEDOL,ID-001042,698780.5638,374596.3382,EQ,1,2,1,0.2765,2/7/2032,3,1,1136516.66,213890.3137,3
INTERNAL,ID-001043,568241.1458,321002.999,EQ,2,9,4,0.8914,3/17/2014,2,2,1053474.17,304084.147,2
INTERNAL,ID-001044,933859.3492,487562.9779,HTM,2,6,2,0.2464,4/2/2001,1,2,1221471.355,200105.6566,3
INTERNAL,ID-001045,554551.804,528181.4429,AFS,1,5,1,0.7318,,3,2,1053655.366,373189.4422,3
ISIN,ID-001046,630234.4524,620394.6932,HTM,2,5,2,0.3131,7/30/2002,5,1,1206797.419,276075.676,2
INTERNAL,ID-001047,621940.8184,421958.3123,AFS,2,7,2,0.568,4/17/2005,4,1,1523664.625,247552.8319,2
INTERNAL,ID-001048,651591.9518,540585.5029,EQ,2,10,5,0.3643,4/25/2016,6,1,1479139.101,244042.6103,2
INTERNAL,ID-001049,593085.6615,473243.1977,HTM,2,10,2,0.3591,3/25/2011,2,1,1041427.887,282991.7841,3
CUSIP,ID-001050,535366.922,458722.1603,EQ,1,1,3,0.4684,10/14/2021,2,2,1372103.504,264060.6143,3
SEDOL,ID-001051,711716.5986,644297.4578,EQ,1,4,2,0.3477,5/29/2028,4,2,1076596.357,329411.1344,3
ISIN,ID-001052,576722.3692,310829.6258,EQ,2,9,4,0.7031,10/9/2034,5,2,1255798.086,243989.4085,1
INTERNAL,ID-001053,568264.0804,397198.3043,AFS,2,7,5,0.5466,1/10/2027,3,2,1565904.103,227468.0576,3
ISIN,ID-001054,816896.5684,546704.6641,EQ,2,5,5,0.5423,9/8/2017,5,1,1396521.995,326557.279,3
INTERNAL,ID-001055,678890.0541,627240.5036,AFS,2,9,4,0.5298,10/13/2008,4,2,1143191.721,372232.6232,2
ISIN,ID-001056,681293.6345,408824.2841,HTM,2,4,5,0.228,12/10/2029,3,1,1302887.832,289422.6409,1
INTERNAL,ID-001057,709814.021,500571.0045,HTM,2,8,5,0.722,4/3/2001,4,2,1489185.803,307824.7846,2
CUSIP,ID-001058,644574.6313,440042.5773,AFS,1,8,4,0.7578,9/2/2035,3,2,1278384.564,476249.9371,2
CUSIP,ID-001059,642797.4747,428878.6717,EQ,1,10,2,0.6069,9/11/2033,2,1,1135946.398,295488.3869,2
SEDOL,ID-001060,722812.8885,499960.0244,EQ,1,2,3,0.0647,10/25/2023,3,2,2290842.209,226494.5272,3
CUSIP,ID-001061,538735.2699,,EQ,2,4,4,0.455,4/22/2033,3,1,1519483.905,219574.2768,3
ISIN,ID-001062,579202.6296,509381.3258,EQ,1,6,4,0.7208,1/10/2006,3,2,1279774.274,218547.2709,1
INTERNAL,ID-001063,919073.6233,569085.0087,EQ,1,8,4,0.8122,8/12/2002,2,2,1425088.989,338244.4194,3
ISIN,ID-001064,,484164.0777,AFS,2,11,4,0.7726,10/3/2007,2,1,1126047.767,258344.1192,2
CUSIP,ID-001065,613188.8984,666281.894,HTM,1,11,3,0.6132,12/27/2004,6,2,1127356.722,219447.0986,2
INTERNAL,ID-001066,952900.7763,426718.6201,EQ,1,10,4,0.5512,12/23/2006,1,1,1760301.833,299400.3412,3
SEDOL,ID-001067,759065.1652,525297.9817,EQ,2,4,5,0.3502,4/30/2010,3,1,1181270.441,408054.0674,3
INTERNAL,ID-001068,1157241.695,522984.3658,HTM,1,9,5,0.1027,7/24/2017,4,2,1136159.425,365082.4074,3
ISIN,ID-001069,530652.9716,361963.8136,EQ,2,5,5,0.4375,5/18/2000,4,2,1851962.41,230938.9248,2
CUSIP,ID-001070,783453.8204,407391.5081,HTM,1,1,2,0.4473,2/27/2020,6,1,1123042.464,224575.9472,3
CUSIP,ID-001071,698943.5452,416995.6975,AFS,2,6,5,0.2175,6/6/2026,4,1,1479991.071,201511.6409,2
CUSIP,ID-001072,679164.9626,478521.5531,HTM,1,10,4,0.6731,3/15/2019,1,2,1003584.253,460373.2904,1
CUSIP,ID-001073,592782.2532,689515.4362,EQ,2,5,1,0.5109,3/9/2020,1,2,1061752.724,209632.4437,1
SEDOL,ID-001074,584250.1212,453956.4197,EQ,2,7,5,0.4233,3/15/2033,2,2,1050232.584,242864.5804,2
SEDOL,ID-001075,705356.329,410128.1765,AFS,2,3,2,0.6603,8/2/2009,2,2,1236756.096,272888.324,1
INTERNAL,ID-001076,717647.6905,591145.5376,AFS,1,2,5,0.4487,12/15/2013,3,2,1160708.64,232009.8566,3
CUSIP,ID-001077,598550.9555,449547.7273,HTM,2,10,1,0.9595,11/6/2018,2,1,1152133.98,269260.7736,1
INTERNAL,ID-001078,740548.4288,324123.2422,HTM,1,1,1,0.0097,3/4/2002,5,1,1497136.593,328307.8731,2
SEDOL,ID-001079,876701.0384,541439.8632,EQ,1,5,3,0.9235,9/17/2022,6,1,1247118.31,218687.4392,3
ISIN,ID-001080,1190775.598,361842.6709,EQ,1,8,4,0.9742,4/30/2022,2,1,1071735.976,275023.2652,1
INTERNAL,ID-001081,679448.5917,440726.2499,AFS,2,5,5,0.5083,9/17/2035,5,1,1360410.83,304389.4668,2
CUSIP,ID-001082,797266.6185,604485.0238,EQ,2,5,1,0.1708,1/4/2032,3,2,1447178.561,,2
SEDOL,ID-001083,618545.5495,524331.163,HTM,1,7,2,0.1111,4/7/2019,6,1,1159843.14,229751.2472,2
INTERNAL,ID-001084,603199.5792,517864.8981,HTM,2,9,5,0.7685,12/2/2004,6,1,1217426.12,390370.7941,1
CUSIP,ID-001085,813701.2892,676235.3815,HTM,1,11,1,0.7399,1/15/2027,3,1,1437155.476,242813.4968,1
CUSIP,ID-001086,740860.1639,455348.8657,HTM,1,3,1,0.1693,10/8/2013,3,1,1015676.708,391596.0745,1
ISIN,ID-001087,643904.8116,469739.765,AFS,2,5,4,0.9852,5/22/2015,6,2,,234056.7959,3
SEDOL,ID-001088,855997.458,425196.4425,HTM,2,8,3,0.0844,8/1/2009,4,1,1141428.841,201763.4277,1
SEDOL,ID-001089,940008.4684,553335.1663,AFS,1,7,4,0.4701,8/7/2002,3,2,1149581.928,227400.465,1
ISIN,ID-001090,1127205.664,592469.857,HTM,1,4,3,0.9763,3/9/2011,4,2,1269033.72,241396.0238,3
CUSIP,ID-001091,529446.949,441939.366,EQ,1,9,5,0.9002,1/6/2027,4,2,1501734.559,215002.7511,3
ISIN,ID-001092,636731.6678,,AFS,1,6,1,0.138,10/17/2003,2,2,1014978.057,261591.6093,2
SEDOL,ID-001093,669771.7402,620512.5716,EQ,1,11,3,0.7863,1/23/2016,5,1,1268761.99,405323.6658,2
SEDOL,ID-001094,600998.4671,673688.4906,HTM,1,10,5,0.053,8/14/2012,5,2,1391140.403,440768.9207,1
ISIN,ID-001095,605563.2528,655992.5597,HTM,1,8,1,0.7952,8/18/2025,6,1,1032824.147,224236.21,2
SEDOL,ID-001096,630443.5211,595025.8378,HTM,2,9,5,0.6398,5/10/2005,1,1,1709896.127,215157.9705,3
CUSIP,ID-001097,540551.6481,420587.2678,AFS,1,5,2,0.2258,11/15/2014,5,1,1188115.93,282029.9389,2
SEDOL,ID-001098,837571.3916,669520.0034,EQ,2,4,5,0.451,7/22/2009,2,1,1262786.444,243043.5682,3
INTERNAL,ID-001099,602936.3047,468224.7925,HTM,2,6,1,0.5659,1/15/2016,2,2,1114866.846,255165.1149,3
SEDOL,ID-001100,860628.8247,564957.6942,AFS,2,11,4,0.025,11/11/2009,2,1,1066961.17,406164.3356,2
INTERNAL,ID-001101,,714376.5479,HTM,1,9,3,0.3835,2/18/2003,2,1,1184217.838,358540.1724,3
